Plot.ID,Block,Plot.letter,Treatment,Focal.sp,Competition,Species.comp.combo,Species.comp.treatment,Species.treatment.block,Plot.Focalsp.comp.combo,Neighbour.density,Focal.height,Solo.height,Height,Nearest.neighbour.sp,Nearest.neighbour.height,Soilmoisture.11.or.12.Aug.1.hicomp,Soilmoisture.11.or.12.Aug.2.hicomp,Soilmoisture.11.or.12.Aug.3.hicomp,Mean.soilmoisture.11.or.12.Aug.hicomp,Mean.SM.earlyAug,Solo.soilmoisture.Aug11or12.1,Solo.soilmoisture.Aug11or12.2,Solo.soilmoisture.Aug11or12.3,Mean.solo.soilmoisture,Soilmoisture.22.or.23.Aug.1.hicomp,Soilmoisture.22.or.23.Aug.2.hicomp,Soilmoisture.22.or.23.Aug.3.hicomp,Mean.soilmoisture.22.or.23.Aug.hicomp,Solo.soilmoisture.22or23.Aug.1,Solo.soilmoisture.22or23Aug.2,Solo.soilmoisture.22or23Aug.3,Mean.solo.soilmoisture.22or23.Aug,Mean.SM.lateAug,Soilmoisture.3Sep.hicomp.1,Soilmoisture.3Sep.hicomp.2,Soilmoisture.3Sep.hicomp.3,Mean.soilmoisture.3Sep.hicomp,Solo.soilmoisture.3Sep.1,Solo.soilmoisture.3Sep.2,Solo.soilmoisture.3Sep.3,Mean.solo.soilmoisture.3Sep,Mean.SM.Sep,Delta.MeanSM.AugSep,Bare,Moss,Crust,CWD,Rock,Near.under.log,Jam.litter,Euc.litter,Notes,Colwell.P,Canopy.cover.final,Exclude.from.analysis,Num.fl.total,Num.fl.seeding.total,Seedcount.extrap.integer,Mean.solo.seedcount.extrap.integer.block,Delta.seedcount.meansolospeciesblock,Solo.seedcount.extrap.integer,Delta.seedcount.highcomp.solo.pair
15F,15,F,Shade,H.glabra,Solo,H.glabra.Solo,H.glabra.Solo.Shade,H.glabra.Shade.15,15F.H.glabra.Solo,0,35,30,30,NA,NA,11,11,13.5,11.83333333,12.33333333,13,12,12,12.33333333,16.9,14.9,15.9,15.9,13.9,15.9,17.9,15.9,15.9,5.6,5.6,8.1,6.433333333,6.1,6.1,6.6,6.266666667,6.266666667,-6.066666667,10,40,0,30,0,1,20,0,,4.4,46.104,0,4,4,108,97.333333,10.666667,NA,NA
15F,15,F,Shade,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Shade,P.airoides.Shade.15,15F.P.airoides.Highcomp,10,70,170,70,P.airoides,25,11,11,13.5,11.83333333,11.83333333,10,11,8.5,9.833333333,16.9,14.9,15.9,15.9,NA,NA,NA,NA,15.9,5.6,5.6,8.1,6.433333333,4.6,5.6,6.1,5.433333333,6.433333333,-5.4,5,90,5,15,1,1,10,0,,4.4,46.104,0,1,1,39,216,-177,387,-348
15F,15,F,Shade,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Shade,P.airoides.Shade.15,15F.P.airoides.Solo,0,70,170,170,NA,NA,11,11,13.5,11.83333333,9.833333333,10,11,8.5,9.833333333,16.9,14.9,15.9,15.9,NA,NA,NA,NA,NA,5.6,5.6,8.1,6.433333333,4.6,5.6,6.1,5.433333333,5.433333333,-4.4,80,0,10,0,0,1,10,0,,4.4,46.104,0,4,4,387,216,171,NA,NA
15F,15,F,Shade,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Shade,P.canescens.Shade.15,15F.P.canescens.Solo,0,220,260,260,NA,NA,11,11,13.5,11.83333333,14.23333333,14.4,14.4,13.9,14.23333333,16.9,14.9,15.9,15.9,18.4,16.9,17.9,17.73333333,17.73333333,5.6,5.6,8.1,6.433333333,6.1,7.1,7.1,6.766666667,6.766666667,-7.466666667,90,10,0,0,0,1,0,0,,4.4,46.104,0,12,8,562,731.75,-169.75,NA,NA
15F,15,F,Shade,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Shade,V.rosea.Shade.15,15F.V.rosea.Highcomp,9,50,60,50,P.airoides,50,11,11,13.5,11.83333333,11.83333333,13.5,11.5,12,12.33333333,16.9,14.9,15.9,15.9,14.9,15.9,16.9,15.9,15.9,5.6,5.6,8.1,6.433333333,6.1,7.6,7.6,7.1,6.433333333,-5.4,5,90,5,15,1,1,10,0,,4.4,46.104,0,35,30,77,31.75,45.25,46,31
15F,15,F,Shade,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Shade,V.rosea.Shade.15,15F.V.rosea.Solo,0,50,60,60,NA,NA,11,11,13.5,11.83333333,12.33333333,13.5,11.5,12,12.33333333,16.9,14.9,15.9,15.9,14.9,15.9,16.9,15.9,15.9,5.6,5.6,8.1,6.433333333,6.1,7.6,7.6,7.1,7.1,-5.233333333,80,0,0,10,0,1,10,0,,4.4,46.104,0,16,13,46,31.75,14.25,NA,NA
15G,15,G,Shade,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Shade,H.glabra.Shade.15,15G.H.glabra.Highcomp,2,20,20,20,Not.focal.species,NA,11.5,13.5,11,12,12,11.5,11.5,9.5,10.83333333,15.4,15.4,16.9,15.9,13.9,14.9,14.9,14.56666667,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,30,5,70,1,1,2,3,,8.4,91.049,0,2,2,100,97.333333,2.666667,96,4
15G,15,G,Shade,H.glabra,Solo,H.glabra.Solo,H.glabra.Solo.Shade,H.glabra.Shade.15,15G.H.glabra.Solo,0,20,20,20,NA,NA,11.5,13.5,11,12,10.83333333,11.5,11.5,9.5,10.83333333,15.4,15.4,16.9,15.9,13.9,14.9,14.9,14.56666667,14.56666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,0,20,0,1,0,0,,8.4,91.049,0,4,4,96,97.333333,-1.333333,NA,NA
15G,15,G,Shade,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Shade,V.rosea.Shade.15,15G.V.rosea.Highcomp,1,80,40,80,V.rosea,70,11.5,13.5,11,12,12,12,12,12.5,12.16666667,15.4,15.4,16.9,15.9,13.5,15.4,15.4,14.76666667,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,30,5,70,1,1,2,3,,8.4,91.049,0,22,19,63,31.75,31.25,4,59
15G,15,G,Shade,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Shade,V.rosea.Shade.15,15G.V.rosea.Solo,0,80,40,40,NA,NA,11.5,13.5,11,12,12.16666667,12,12,12.5,12.16666667,15.4,15.4,16.9,15.9,13.5,15.4,15.4,14.76666667,14.76666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0,5,30,0,1,0,0,,8.4,91.049,0,1,1,4,31.75,-27.75,NA,NA
15H,15,H,Shade,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Shade,H.glabra.Shade.15,15H.H.glabra.Highcomp,3,60,40,60,A.calendula,80,21.8,19.8,21.3,20.96666667,20.96666667,24.7,26.7,25.2,25.53333333,26.2,28.2,28.2,27.53333333,28.2,31.1,31.6,30.3,27.53333333,18.4,10,11.5,13.3,13.9,13.9,14.9,14.23333333,13.3,-7.666666667,5,30,0,2,3,1,0,0,,13.3,46.45,0,3,3,140,97.333333,42.666667,88,52
15H,15,H,Shade,H.glabra,Solo,H.glabra.Solo,H.glabra.Solo.Shade,H.glabra.Shade.15,15H.H.glabra.Solo,0,60,40,40,NA,NA,21.8,19.8,21.3,20.96666667,25.53333333,24.7,26.7,25.2,25.53333333,26.2,28.2,28.2,27.53333333,28.2,31.1,31.6,30.3,30.3,18.4,10,11.5,13.3,13.9,13.9,14.9,14.23333333,14.23333333,-11.3,50,30,20,0,0,1,0,0,,13.3,46.45,0,2,2,88,97.333333,-9.333333,NA,NA
15H,15,H,Shade,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Shade,M.minima.Shade.15,15H.M.minima.Highcomp,9,100,60,100,P.canescens,200,21.8,19.8,21.3,20.96666667,20.96666667,25.2,29.2,28.9,27.76666667,26.2,28.2,28.2,27.53333333,30.6,28.2,30.6,29.8,27.53333333,18.4,10,11.5,13.3,13,14.9,13.9,13.93333333,13.3,-7.666666667,5,30,0,2,3,1,0,0,,13.3,46.45,0,6,6,6,4.666667,1.333333,1,5
15H,15,H,Shade,M.minima,Solo,M.minima.Solo,M.minima.Solo.Shade,M.minima.Shade.15,15H.M.minima.Solo,0,100,60,60,NA,NA,21.8,19.8,21.3,20.96666667,27.76666667,25.2,29.2,28.9,27.76666667,26.2,28.2,28.2,27.53333333,30.6,28.2,30.6,29.8,29.8,18.4,10,11.5,13.3,13,14.9,13.9,13.93333333,13.93333333,-13.83333333,60,0,20,20,0,1,0,0,,13.3,46.45,0,1,1,1,4.666667,-3.666667,NA,NA
15H,15,H,Shade,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Shade,P.canescens.Shade.15,15H.P.canescens.Highcomp,6,190,180,190,A.calendula,170,21.8,19.8,21.3,20.96666667,20.96666667,15.4,14.4,15.9,15.23333333,26.2,28.2,28.2,27.53333333,18.4,19.8,20.8,19.66666667,27.53333333,18.4,10,11.5,13.3,7.1,7.1,6.6,6.933333333,13.3,-7.666666667,5,30,0,2,3,1,0,0,,13.3,46.45,0,7,2,31,731.75,-700.75,608,-577
15H,15,H,Shade,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Shade,P.canescens.Shade.15,15H.P.canescens.Solo,0,190,180,180,NA,NA,21.8,19.8,21.3,20.96666667,15.23333333,15.4,14.4,15.9,15.23333333,26.2,28.2,28.2,27.53333333,18.4,19.8,20.8,19.66666667,19.66666667,18.4,10,11.5,13.3,7.1,7.1,6.6,6.933333333,6.933333333,-8.3,30,20,40,10,0,1,0,0,,13.3,46.45,0,10,8,608,731.75,-123.75,NA,NA
15I,15,I,Open,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Open,H.glutinosum.Open.15,15I.H.glutinosum.Highcomp,16,60,60,60,H.glutinosum,30,12.5,13,11.5,12.33333333,12.33333333,11.5,12,12,11.83333333,15.4,16.4,16.9,16.23333333,13.9,14.4,15.9,14.73333333,16.23333333,4.1,4.6,4.6,4.433333333,3.1,4.6,4.1,3.933333333,4.433333333,-7.9,10,60,1,2,1,0,0,0,,11.1,7.282,0,1,1,NA,8.5,NA,17,NA
15I,15,I,Open,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Open,H.glutinosum.Open.15,15I.H.glutinosum.Solo,0,60,60,60,NA,NA,12.5,13,11.5,12.33333333,11.83333333,11.5,12,12,11.83333333,15.4,16.4,16.9,16.23333333,13.9,14.4,15.9,14.73333333,14.73333333,4.1,4.6,4.6,4.433333333,3.1,4.6,4.1,3.933333333,3.933333333,-7.9,40,0,60,0,0,0,0,0,,11.1,7.282,0,3,3,17,8.5,8.5,NA,NA
15I,15,I,Open,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Open,P.airoides.Open.15,15I.P.airoides.Highcomp,3,75,25,75,P.airoides,50,12.5,13,11.5,12.33333333,12.33333333,12.5,12,9.5,11.33333333,15.4,16.4,16.9,16.23333333,15.4,13,14.4,14.26666667,16.23333333,4.1,4.6,4.6,4.433333333,4.6,3.1,4.1,3.933333333,4.433333333,-7.9,10,60,1,2,1,0,0,0,,11.1,7.282,0,1,1,43,274,-231,146,-103
15I,15,I,Open,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Open,P.airoides.Open.15,15I.P.airoides.Solo,0,75,25,25,NA,NA,12.5,13,11.5,12.33333333,11.33333333,12.5,12,9.5,11.33333333,15.4,16.4,16.9,16.23333333,15.4,13,14.4,14.26666667,14.26666667,4.1,4.6,4.6,4.433333333,4.6,3.1,4.1,3.933333333,3.933333333,-7.4,90,0,10,0,0,0,0,0,,11.1,7.282,0,3,3,146,274,-128,NA,NA
15I,15,I,Open,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Open,P.canescens.Open.15,15I.P.canescens.Highcomp,5,320,200,320,Not.focal.species,NA,12.5,13,11.5,12.33333333,12.33333333,11.5,11.5,12.5,11.83333333,15.4,16.4,16.9,16.23333333,15.9,14.4,16.4,15.56666667,16.23333333,4.1,4.6,4.6,4.433333333,3.6,4.6,4.1,4.1,4.433333333,-7.9,10,60,1,2,1,0,0,0,,11.1,7.282,0,30,23,2038,2240.3333,-202.3333,1382,656
15I,15,I,Open,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Open,P.canescens.Open.15,15I.P.canescens.Solo,0,320,200,200,NA,NA,12.5,13,11.5,12.33333333,11.83333333,11.5,11.5,12.5,11.83333333,15.4,16.4,16.9,16.23333333,15.9,14.4,16.4,15.56666667,15.56666667,4.1,4.6,4.6,4.433333333,3.6,4.6,4.1,4.1,4.1,-7.733333333,100,0,0,0,0,0,0,0,,11.1,7.282,0,22,16,1382,2240.3333,-858.3333,NA,NA
15I,15,I,Open,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Open,V.rosea.Open.15,15I.V.rosea.Highcomp,13,110,40,110,P.airoides,10,12.5,13,11.5,12.33333333,12.33333333,11.5,12,13.5,12.33333333,15.4,16.4,16.9,16.23333333,16.9,13.5,17.4,15.93333333,16.23333333,4.1,4.6,4.6,4.433333333,4.6,4.6,5.1,4.766666667,4.433333333,-7.9,10,60,1,2,1,0,0,0,,11.1,7.282,0,63,63,213,76,137,41,172
15I,15,I,Open,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Open,V.rosea.Open.15,15I.V.rosea.Solo,0,110,40,40,NA,NA,12.5,13,11.5,12.33333333,12.33333333,11.5,12,13.5,12.33333333,15.4,16.4,16.9,16.23333333,16.9,13.5,17.4,15.93333333,15.93333333,4.1,4.6,4.6,4.433333333,4.6,4.6,5.1,4.766666667,4.766666667,-7.566666667,40,0,60,0,0,0,0,0,,11.1,7.282,0,16,12,41,76,-35,NA,NA
15J,15,J,Shade,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Shade,H.glutinosum.Shade.15,15J.H.glutinosum.Highcomp,13,100,70,100,Not.focal.species,NA,15.4,14.9,12,14.1,14.1,13.9,13.5,13,13.46666667,16.9,18.4,18.4,17.9,18.4,16.9,17.4,17.56666667,17.9,7.6,8.1,8.5,8.066666667,6.1,7.1,7.6,6.933333333,8.066666667,-6.033333333,3,90,25,5,0,1,2,0,,2.7,44.412,0,3,3,6,22,-16,0,6
15J,15,J,Shade,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Shade,H.glutinosum.Shade.15,15J.H.glutinosum.Solo,0,100,70,70,NA,NA,15.4,14.9,12,14.1,13.46666667,13.9,13.5,13,13.46666667,16.9,18.4,18.4,17.9,18.4,16.9,17.4,17.56666667,17.56666667,7.6,8.1,8.5,8.066666667,6.1,7.1,7.6,6.933333333,6.933333333,-6.533333333,60,20,20,0,0,1,0,0,,2.7,44.412,0,1,1,0,22,-22,NA,NA
15J,15,J,Shade,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Shade,P.airoides.Shade.15,15J.P.airoides.Highcomp,7,90,20,90,H.glutinosum,35,15.4,14.9,12,14.1,14.1,13,13.5,12,12.83333333,16.9,18.4,18.4,17.9,17.9,16.4,16.9,17.06666667,17.9,7.6,8.1,8.5,8.066666667,7.1,6.1,6.1,6.433333333,8.066666667,-6.033333333,3,90,25,5,0,1,2,0,,2.7,44.412,0,3,3,187,216,-29,45,142
15J,15,J,Shade,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Shade,P.airoides.Shade.15,15J.P.airoides.Solo,0,90,20,20,NA,NA,15.4,14.9,12,14.1,12.83333333,13,13.5,12,12.83333333,16.9,18.4,18.4,17.9,17.9,16.4,16.9,17.06666667,17.06666667,7.6,8.1,8.5,8.066666667,7.1,6.1,6.1,6.433333333,6.433333333,-6.4,40,40,20,0,0,1,0,0,,2.7,44.412,0,2,2,45,216,-171,NA,NA
15J,15,J,Shade,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Shade,V.rosea.Shade.15,15J.V.rosea.Highcomp,NA,60,100,60,P.airoides,50,15.4,14.9,12,14.1,14.1,13,12,12,12.33333333,16.9,18.4,18.4,17.9,14.9,16.9,16.9,16.23333333,17.9,7.6,8.1,8.5,8.066666667,5.6,6.1,6.1,5.933333333,8.066666667,-6.033333333,3,90,25,5,0,1,2,0,,2.7,44.412,0,13,12,33,31.75,1.25,47,-14
15J,15,J,Shade,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Shade,V.rosea.Shade.15,15J.V.rosea.Solo,0,60,100,100,NA,NA,15.4,14.9,12,14.1,12.33333333,13,12,12,12.33333333,16.9,18.4,18.4,17.9,14.9,16.9,16.9,16.23333333,16.23333333,7.6,8.1,8.5,8.066666667,5.6,6.1,6.1,5.933333333,5.933333333,-6.4,40,20,40,0,0,1,0,0,,2.7,44.412,0,14,13,47,31.75,15.25,NA,NA
15K,15,K,Open,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Open,H.glabra.Open.15,15K.H.glabra.Highcomp,3,40,30,40,NA,NA,10.5,11,11.5,11,11,16.4,16.4,15.9,16.23333333,12.5,13,15.4,13.63333333,20.3,18.4,17.4,18.7,13.63333333,5.6,5.6,8.5,6.566666667,5.1,5.1,6.6,5.6,6.566666667,-4.433333333,0,3,0,90,0,0,15,0,,14.5,28.348,0,7,7,485,582,-97,614,-129
15K,15,K,Open,H.glabra,Solo,H.glabra.Solo,H.glabra.Solo.Open,H.glabra.Open.15,15K.H.glabra.Solo,0,40,30,30,NA,NA,10.5,11,11.5,11,16.23333333,16.4,16.4,15.9,16.23333333,12.5,13,15.4,13.63333333,20.3,18.4,17.4,18.7,18.7,5.6,5.6,8.5,6.566666667,5.1,5.1,6.6,5.6,5.6,-10.63333333,60,0,0,10,0,0,30,0,,14.5,28.348,0,13,13,614,582,32,NA,NA
15L,15,L,Open,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Open,V.rosea.Open.15,15L.V.rosea.Highcomp,1,35,10,35,V.rosea,10,8.5,8.5,10,9,9,8.1,8.5,9.5,8.7,12,10,10.5,10.83333333,9,8.5,10.5,9.333333333,10.83333333,4.1,4.6,4.1,4.266666667,2.2,4.1,4.1,3.466666667,4.266666667,-4.733333333,80,1,4,1,1,0,10,0,,6.7,8.116,0,124,83,267,76,191,111,156
15L,15,L,Open,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Open,V.rosea.Open.15,15L.V.rosea.Solo,0,35,10,10,NA,NA,8.5,8.5,10,9,8.7,8.1,8.5,9.5,8.7,12,10,10.5,10.83333333,9,8.5,10.5,9.333333333,9.333333333,4.1,4.6,4.1,4.266666667,2.2,4.1,4.1,3.466666667,3.466666667,-5.233333333,80,0,0,10,0,0,10,0,,6.7,8.116,0,46,31,111,76,35,NA,NA
15M,15,M,Shade,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Shade,M.minima.Shade.15,15M.M.minima.Highcomp,1,120,55,120,Not.focal.species,NA,20.8,24.7,17.4,20.96666667,20.96666667,19.8,17.9,21.3,19.66666667,25.7,26.7,25.7,26.03333333,22.8,21.3,21.8,21.96666667,26.03333333,13,9.5,8.5,10.33333333,8.5,10.5,11.5,10.16666667,10.33333333,-10.63333333,50,1,0,15,1,1,0,0,,9,45.8,0,3,3,3,4.666667,-1.666667,2,1
15M,15,M,Shade,M.minima,Solo,M.minima.Solo,M.minima.Solo.Shade,M.minima.Shade.15,15M.M.minima.Solo,0,120,55,55,NA,NA,20.8,24.7,17.4,20.96666667,19.66666667,19.8,17.9,21.3,19.66666667,25.7,26.7,25.7,26.03333333,22.8,21.3,21.8,21.96666667,21.96666667,13,9.5,8.5,10.33333333,8.5,10.5,11.5,10.16666667,10.16666667,-9.5,70,0,10,20,0,1,0,0,,9,45.8,0,2,2,2,4.666667,-2.666667,NA,NA
15M,15,M,Shade,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Shade,T.cyanopetala.Shade.15,15M.T.cyanopetala.Highcomp,3,55,80,55,Not.focal.species,NA,20.8,24.7,17.4,20.96666667,20.96666667,21.3,21.8,17.9,20.33333333,25.7,26.7,25.7,26.03333333,24.3,23.8,26.7,24.93333333,26.03333333,13,9.5,8.5,10.33333333,9,11,12,10.66666667,10.33333333,-10.63333333,50,1,0,15,1,1,0,0,,9,45.8,0,10,8,38,154.666667,-116.666667,174,-136
15M,15,M,Shade,T.cyanopetala,Solo,T.cyanopetala.Solo,T.cyanopetala.Solo.Shade,T.cyanopetala.Shade.15,15M.T.cyanopetala.Solo,0,55,80,80,NA,NA,20.8,24.7,17.4,20.96666667,20.33333333,21.3,21.8,17.9,20.33333333,25.7,26.7,25.7,26.03333333,24.3,23.8,26.7,24.93333333,24.93333333,13,9.5,8.5,10.33333333,9,11,12,10.66666667,10.66666667,-9.666666667,70,10,10,10,0,1,0,0,,9,45.8,0,32,32,174,154.666667,19.333333,NA,NA
2A,2,A,Shade,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Shade,H.glutinosum.Shade.2,2A.H.glutinosum.Highcomp,3,50,70,50,P.airoides,60,18.4,16.4,18.4,17.73333333,17.73333333,18.4,18.4,17.9,18.23333333,15.9,18.4,17.4,17.23333333,18.4,16.9,17.4,17.56666667,17.23333333,6.1,6.1,NA,6.1,4.1,NA,NA,4.1,6.1,-11.63333333,75,20,1,1,4,0,1,0,,4.7,42.4,0,1,1,NA,0,NA,NA,NA
2A,2,A,Shade,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Shade,H.glutinosum.Shade.2,2A.H.glutinosum.Solo,0,50,70,70,NA,NA,18.4,16.4,18.4,17.73333333,18.23333333,18.4,18.4,17.9,18.23333333,15.9,18.4,17.4,17.23333333,18.4,16.9,17.4,17.56666667,17.56666667,6.1,6.1,NA,6.1,4.1,NA,NA,4.1,4.1,-14.13333333,80,0,20,0,0,0,0,0,,4.7,42.4,0,4,4,NA,0,NA,NA,NA
2A,2,A,Shade,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Shade,P.airoides.Shade.2,2A.P.airoides.Highcomp,9,90,35,90,P.airoides,50,18.4,16.4,18.4,17.73333333,17.73333333,18.4,18.9,17.4,18.23333333,15.9,18.4,17.4,17.23333333,19.3,20.8,19.8,19.96666667,17.23333333,6.1,6.1,NA,6.1,4.1,NA,NA,4.1,6.1,-11.63333333,75,20,1,1,4,0,1,0,,4.7,42.4,0,5,5,247,196.5,50.5,175,72
2A,2,A,Shade,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Shade,P.airoides.Shade.2,2A.P.airoides.Solo,0,90,35,35,NA,NA,18.4,16.4,18.4,17.73333333,18.23333333,18.4,18.9,17.4,18.23333333,15.9,18.4,17.4,17.23333333,19.3,20.8,19.8,19.96666667,19.96666667,6.1,6.1,NA,6.1,4.1,NA,NA,4.1,4.1,-14.13333333,100,0,0,0,0,0,0,0,,4.7,42.4,0,4,4,175,196.5,-21.5,NA,NA
2A,2,A,Shade,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Shade,P.canescens.Shade.2,2A.P.canescens.Highcomp,2,270,230,270,P.airoides,50,18.4,16.4,18.4,17.73333333,17.73333333,17.4,17.9,18.4,17.9,15.9,18.4,17.4,17.23333333,18.4,21.3,20.8,20.16666667,17.23333333,6.1,6.1,NA,6.1,5.1,NA,NA,5.1,6.1,-11.63333333,75,20,1,1,4,0,1,0,,4.7,42.4,0,51,38,2226,177.5,2048.5,355,1871
2A,2,A,Shade,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Shade,P.canescens.Shade.2,2A.P.canescens.Solo,0,270,230,230,NA,NA,18.4,16.4,18.4,17.73333333,17.9,17.4,17.9,18.4,17.9,15.9,18.4,17.4,17.23333333,18.4,21.3,20.8,20.16666667,20.16666667,6.1,6.1,NA,6.1,5.1,NA,NA,5.1,5.1,-12.8,100,0,0,0,0,0,0,0,,4.7,42.4,0,17,16,355,177.5,177.5,NA,NA
2B,2,B,Open,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Open,A.calendula.Open.2,2B.A.calendula.Highcomp,8,70,90,70,A.calendula,60,14.4,12,13.5,13.3,13.3,13,14.4,15.9,14.43333333,12,13.9,13.9,13.26666667,13.9,14.9,15.9,14.9,13.26666667,4.1,4.6,5.1,4.6,4.6,5.6,5.1,5.1,4.6,-8.7,60,4,5,1,1,0,0,5,,7.3,0,0,12,11,228,161.5,66.5,182,46
2B,2,B,Open,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Open,A.calendula.Open.2,2B.A.calendula.Solo,0,70,90,90,NA,NA,14.4,12,13.5,13.3,14.43333333,13,14.4,15.9,14.43333333,12,13.9,13.9,13.26666667,13.9,14.9,15.9,14.9,14.9,4.1,4.6,5.1,4.6,4.6,5.6,5.1,5.1,5.1,-9.333333333,70,0,0,0,30,0,0,0,,7.3,0,0,7,7,182,161.5,20.5,NA,NA
2B,2,B,Open,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Open,H.glutinosum.Open.2,2B.H.glutinosum.Highcomp,10,60,70,60,H.glutinosum,50,14.4,12,13.5,13.3,13.3,15.4,16.4,14.9,15.56666667,12,13.9,13.9,13.26666667,14.9,16.4,17.4,16.23333333,13.26666667,4.1,4.6,5.1,4.6,4.6,5.6,6.1,5.433333333,4.6,-8.7,60,4,5,1,1,0,0,5,,7.3,0,0,1,1,1,2,-1,NA,NA
2B,2,B,Open,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Open,H.glutinosum.Open.2,2B.H.glutinosum.Solo,0,60,70,70,NA,NA,14.4,12,13.5,13.3,15.56666667,15.4,16.4,14.9,15.56666667,12,13.9,13.9,13.26666667,14.9,16.4,17.4,16.23333333,16.23333333,4.1,4.6,5.1,4.6,4.6,5.6,6.1,5.433333333,5.433333333,-10.13333333,40,0,60,0,0,0,0,0,,7.3,0,0,3,3,NA,2,NA,NA,NA
2B,2,B,Open,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Open,P.airoides.Open.2,2B.P.airoides.Highcomp,8,40,50,40,P.airoides,60,14.4,12,13.5,13.3,13.3,15.4,14.4,17.9,15.9,12,13.9,13.9,13.26666667,17.4,14.4,14.9,15.56666667,13.26666667,4.1,4.6,5.1,4.6,5.1,5.1,5.6,5.266666667,4.6,-8.7,60,4,5,1,1,0,0,5,,7.3,0,0,2,2,144,333,-189,240,-96
2B,2,B,Open,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Open,P.airoides.Open.2,2B.P.airoides.Solo,0,40,50,50,NA,NA,14.4,12,13.5,13.3,15.9,15.4,14.4,17.9,15.9,12,13.9,13.9,13.26666667,17.4,14.4,14.9,15.56666667,15.56666667,4.1,4.6,5.1,4.6,5.1,5.1,5.6,5.266666667,5.266666667,-10.63333333,80,0,20,0,0,0,0,0,,7.3,0,0,4,4,240,333,-93,NA,NA
2B,2,B,Open,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Open,P.canescens.Open.2,2B.P.canescens.Highcomp,3,400,210,400,T.cyanopetala,40,14.4,12,13.5,13.3,13.3,16.9,14.4,16.9,16.06666667,12,13.9,13.9,13.26666667,14.9,14.4,15.4,14.9,13.26666667,4.1,4.6,5.1,4.6,5.1,5.1,5.6,5.266666667,4.6,-8.7,60,4,5,1,1,0,0,5,,7.3,0,0,107,40,3885,1464.6667,2420.3333,481,3404
