Plot.ID,Block,Plot.letter,Treatment,Focal.sp,Competition,Species.comp.combo,Species.comp.treatment,Species.treatment.block,Plot.Focalsp.comp.combo,Neighbour.density,Focal.height,Solo.height,Height,Delta.height.highcomp.solo.pair,Leaf.length,Lat1,Lat2,Mean.Lat,Canopy.shape,Phenology.at.survey,Nearest.neighbour.sp,Nearest.neighbour.height,Soilmoisture.11.or.12.Aug.1.hicomp,Soilmoisture.11.or.12.Aug.2.hicomp,Soilmoisture.11.or.12.Aug.3.hicomp,Mean.soilmoisture.11.or.12.Aug.hicomp,Mean.SM.earlyAug,Solo.soilmoisture.Aug11or12.1,Solo.soilmoisture.Aug11or12.2,Solo.soilmoisture.Aug11or12.3,Mean.solo.soilmoisture,Soilmoisture.22.or.23.Aug.1.hicomp,Soilmoisture.22.or.23.Aug.2.hicomp,Soilmoisture.22.or.23.Aug.3.hicomp,Mean.soilmoisture.22.or.23.Aug.hicomp,Solo.soilmoisture.22or23.Aug.1,Solo.soilmoisture.22or23Aug.2,Solo.soilmoisture.22or23Aug.3,Mean.solo.soilmoisture.22or23.Aug,Mean.SM.lateAug,Soilmoisture.3Sep.hicomp.1,Soilmoisture.3Sep.hicomp.2,Soilmoisture.3Sep.hicomp.3,Mean.soilmoisture.3Sep.hicomp,Solo.soilmoisture.3Sep.1,Solo.soilmoisture.3Sep.2,Solo.soilmoisture.3Sep.3,Mean.solo.soilmoisture.3Sep,Mean.SM.Sep,Delta.MeanSM.AugSep,Bare,Moss,Crust,CWD,Rock,Near.under.log,Jam.litter,Euc.litter,Notes,Colwell.P,Canopy.cover.final,Exclude.from.analysis,Num.fl.total,Num.fl.seeding.total,Seedcount.extrap.integer,Mean.solo.seedcount.extrap.integer.block,Delta.seedcount.meansolospeciesblock,Solo.seedcount.extrap.integer,Delta.seedcount.highcomp.solo.pair,mean.trait.distance.height,mean.trait.distance.seedmass,mean.trait.distance.SLA,mean.trait.hierarchy.height,mean.trait.hierarchy.seedmass,mean.trait.hierarchy.SLA,var.trait.distance.height,var.trait.distance.seedmass,var.trait.distance.SLA,var.trait.hierarchy.height,var.trait.hierarchy.seedmass,var.trait.hierarchy.SLA,mean.trait.distance.canopyshape,var.trait.hierarchy.canopyshape,abundwghtd.mean.trait.distance.canopyshape,abundwghtd.mean.trait.distance.height,abundwghtd.mean.trait.distance.seedmass,abundwghtd.mean.trait.distance.SLA,abundwghtd.mean.trait.hierarchy.canopyshape,abundwghtd.mean.trait.hierarchy.height,abundwghtd.mean.trait.hierarchy.seedmass,abundwghtd.mean.trait.hierarchy.SLA,abundwghtd.var.trait.distance.canopyshape,abundwghtd.var.trait.distance.height,abundwghtd.var.trait.distance.seedmass,abundwghtd.var.trait.distance.SLA,abundwghtd.var.trait.hierarchy.canopyshape,abundwghtd.var.trait.hierarchy.height,abundwghtd.var.trait.hierarchy.seedmass,abundwghtd.var.trait.hierarchy.SLA,mean.trait.hierarchy.canopyshape
10H,10,H,Shade,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Shade,A.calendula.Shade.10,10H.A.calendula.Highcomp,4,140,110,140,30,170,160,110,135,0.964285714,,H.glutinosum,20,15.4,13,13.5,13.96666667,13.96666667,15.4,15.4,15.9,15.56666667,19.3,18.8,17.9,18.66666667,19.8,18.4,18.4,18.86666667,18.66666667,6.6,7.1,7.6,7.1,6.1,6.6,7.1,6.6,7.1,-6.866666667,55,40,2,1,0,0,0,1,,4.7,43.395,0,19,19,307,274,33,508,-201,7.267045455,0.727163258,3.85257546,-6.283880475,0.727163258,2.70445872,78.97430765,0.229866759,14.62819394,105.6198993,0.229866759,29.68467535,0.83631285,0.023251879,0.890224675,4.125105218,0.557654129,5.20480482,0.890224675,-2.650357748,0.557654129,4.63074645,0.011625939,39.48715382,0.114933379,7.314096968,0.011625939,52.80994965,0.114933379,14.84233767,0.83631285
10H,10,H,Shade,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Shade,H.glutinosum.Shade.10,10H.H.glutinosum.Highcomp,3,80,40,80,40,7,7,5,6,0.075,,H.glutinosum,50,15.4,13,13.5,13.96666667,13.96666667,16.9,17.9,17.4,17.4,19.3,18.8,17.9,18.66666667,19.8,20.3,20.8,20.3,18.66666667,6.6,7.1,7.6,7.1,8.5,8.5,8.1,8.366666667,7.1,-6.866666667,55,40,2,1,0,0,0,1,,4.7,43.395,0,1,1,3,1.666667,1.333333,5,-2,0.08275058,0.36144257,10.85457792,-0.08275058,0.36144257,-10.85457792,0.013695317,0.261281462,235.6437234,0.013695317,0.261281462,235.6437234,0.01641706,0.00053904,0.021889413,0.110334107,0.481923426,14.47277055,0.021889413,-0.110334107,0.481923426,-14.47277055,0.00035936,0.009130211,0.174187641,157.0958156,0.00035936,0.009130211,0.174187641,157.0958156,0.01641706
10H,10,H,Shade,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Shade,P.airoides.Shade.10,10H.P.airoides.Highcomp,1,50,60,50,-10,23,25,10,17.5,0.35,,H.glutinosum,50,15.4,13,13.5,13.96666667,13.96666667,15.4,15.9,15.9,15.73333333,19.3,18.8,17.9,18.66666667,16.9,19.3,19.8,18.66666667,18.66666667,6.6,7.1,7.6,7.1,6.6,7.6,7.1,7.1,7.1,-6.866666667,55,40,2,1,0,0,0,1,,4.7,43.395,0,5,5,249,194,55,388,-139,14.53409091,0.678036516,7.70515092,14.53409091,-0.678036516,7.70515092,NA,NA,NA,NA,NA,NA,0.2156473,NA,0.2156473,14.53409091,0.678036516,7.70515092,0.2156473,14.53409091,-0.678036516,7.70515092,NA,NA,NA,NA,NA,NA,NA,NA,0.2156473
10I,10,I,Open,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Open,H.glabra.Open.10,10I.H.glabra.Highcomp,2,40,45,40,-5,90,90,85,87.5,2.1875,,Not.focal.species,NA,13.5,14.9,14.9,14.43333333,14.43333333,14.4,13.5,13.9,13.93333333,13,16.4,15.9,15.1,15.4,16.4,18.9,16.9,15.1,5.1,6.1,7.1,6.1,5.1,5.6,6.6,5.766666667,6.1,-8.333333333,65,2,0,8,0,0,0,1,,15.4,33.925,0,7,6,527,257.5,269.5,338,189,12.5,1.103484093,14.98458448,-12.5,-1.103484093,14.98458448,50,1.501859344,34.38702966,50,1.501859344,34.38702966,NA,NA,NA,12.5,1.103484093,14.98458448,NA,-12.5,-1.103484093,14.98458448,NA,50,1.501859344,34.38702966,NA,50,1.501859344,34.38702966,NA
10I,10,I,Open,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Open,M.minima.Open.10,10I.M.minima.Highcomp,2,120,40,120,80,10,200,0,100,0.833333333,,T.cyanopetala,40,13.5,14.9,14.9,14.43333333,14.43333333,13.9,13.9,13.9,13.9,13,16.4,15.9,15.1,15.4,15.9,15.9,15.73333333,15.1,5.1,6.1,7.1,6.1,4.1,6.1,6.1,5.433333333,6.1,-8.333333333,65,2,0,8,0,0,0,1,,15.4,33.925,0,11,11,11,7.666667,3.333333,5,6,40.67663043,1.367966667,1.078323,-40.67663043,-1.367966667,1.078323,NA,NA,NA,NA,NA,NA,0.5020491,NA,0.5020491,40.67663043,1.367966667,1.078323,0.5020491,-40.67663043,-1.367966667,1.078323,0,0,0,0,0,0,0,0,0.5020491
10I,10,I,Open,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Open,P.airoides.Open.10,10I.P.airoides.Highcomp,3,45,70,45,-25,35,25,20,22.5,0.5,,NA,NA,13.5,14.9,14.9,14.43333333,14.43333333,12,12,11,11.66666667,13,16.4,15.9,15.1,12.5,13,13,12.83333333,15.1,5.1,6.1,7.1,6.1,4.1,5.1,4.6,4.6,6.1,-8.333333333,65,2,0,8,0,0,0,1,,15.4,33.925,0,3,3,189,368.5,-179.5,533,-344,17.28190692,0.330854728,15.59384483,12.10698197,-0.330854728,-15.59384483,144.5284385,0.084076195,63.85812861,372.6563803,0.084076195,63.85812861,NA,NA,NA,17.28190692,0.330854728,15.59384483,NA,12.10698197,-0.330854728,-15.59384483,NA,144.5284385,0.084076195,63.85812861,NA,372.6563803,0.084076195,63.85812861,NA
10J,10,J,Open,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Open,H.glutinosum.Open.10,10J.H.glutinosum.Highcomp,8,90,20,90,70,20,13,8,10.5,0.116666667,B,H.glutinosum,20,16.9,17.9,17.9,17.56666667,17.56666667,13.9,13.9,15.4,14.4,13,16.4,15.9,15.1,18.4,17.9,17.4,17.9,15.1,10,10.5,11.5,10.66666667,8.5,6.6,7.1,7.4,10.66666667,-6.9,5,50,1,3,0,0,1,5,,9.7,11.682,0,3,3,9,0,9,0,9,17.41919193,0.463022932,3.09928767,-17.41919193,0.463022932,-1.47960015,728.720463,0.160804982,12.1299254,728.720463,0.160804982,23.25447659,0.094908553,0.021414478,0.136106013,30.78977274,0.519146874,2.376998516,-0.11518225,-30.78977274,0.519146874,0.659915584,0.008696088,599.78922,0.10267766,4.498016627,0.014705112,599.78922,0.10267766,10.45759762,-0.039111853
10K,10,K,Open,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Open,A.calendula.Open.10,10K.A.calendula.Highcomp,2,140,80,140,60,190,190,120,155,1.107142857,,M.minima,70,14.4,18.4,16.9,16.56666667,16.56666667,15.4,15.4,15.9,15.56666667,16.4,16.9,16.9,16.73333333,18.9,16.4,19.4,18.23333333,16.73333333,3.6,5.1,7.1,5.266666667,4.1,5.1,7.6,5.6,5.266666667,-11.3,2,25,0,15,0,0,0,20,,4.6,31.262,0,34,30,578,560.5,17.5,716,-138,6.841075185,1.158558334,5.890166245,6.841075185,-1.099906667,-5.890166245,43.03685638,2.41958935,0.72806183,43.03685638,2.684514824,0.72806183,NA,NA,NA,6.841075185,1.158558334,5.890166245,NA,6.841075185,-1.099906667,-5.890166245,NA,43.03685638,2.41958935,0.72806183,NA,43.03685638,2.684514824,0.72806183,NA
10K,10,K,Open,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Open,M.minima.Open.10,10K.M.minima.Highcomp,3,85,50,85,35,15,10,10,10,0.117647059,,M.minima,85,14.4,18.4,16.9,16.56666667,16.56666667,12.5,13.5,13.9,13.3,16.4,16.9,16.9,16.73333333,15.9,13.5,16.4,15.26666667,16.73333333,3.6,5.1,7.1,5.266666667,3.6,3.1,2.7,3.133333333,5.266666667,-11.3,2,25,0,15,0,0,0,20,,4.6,31.262,0,6,6,6,7.666667,-1.666667,9,-3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10L,10,L,Open,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Open,P.canescens.Open.10,10L.P.canescens.Highcomp,0,250,300,250,-50,90,100,70,85,0.34,,V.rosea,85,16.9,15.9,17.9,16.9,16.9,16.4,16.9,17.9,17.06666667,17.9,18.4,18.4,18.23333333,18.4,19.3,19.3,19,18.23333333,8.5,8.5,9,8.666666667,6.1,7.6,8.5,7.4,8.666666667,-8.233333333,15,30,5,2,0,0,3,1,,13.6,5.987,0,50,45,4122,2412,1710,2305,1817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12A,12,A,Shade,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Shade,H.glutinosum.Shade.12,12A.H.glutinosum.Highcomp,7,100,120,100,-20,10,20,15,17.5,0.175,F,H.glutinosum,50,16.9,16.4,14.4,15.9,15.9,15.9,16.4,16.9,16.4,15.4,18.4,16.9,16.9,17.4,17.4,16.9,17.23333333,16.9,8.5,8.5,5.6,7.533333333,8.5,8.5,9,8.666666667,7.533333333,-8.366666667,25,50,0,20,1,1,0,0,,9.1,47.034,0,1,1,0,7,-7,NA,NA,1.87121212,0.349021125,3.434165865,-1.87121212,0.349021125,-3.434165865,7.002869596,0.243631491,23.58699038,7.002869596,0.243631491,23.58699038,0.041847525,0.003502431,0.011956436,0.534632034,0.099720321,0.981190247,0.011956436,-0.534632034,0.099720321,-0.981190247,0.001000694,2.000819885,0.069608997,6.739140108,0.001000694,2.000819885,0.069608997,6.739140108,0.041847525
12A,12,A,Shade,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Shade,P.airoides.Shade.12,12A.P.airoides.Highcomp,7,100,60,100,40,35,40,15,27.5,0.275,,H.glutinosum,70,16.9,16.4,14.4,15.9,15.9,15.9,16.4,17.4,16.56666667,15.4,18.4,16.9,16.9,15.4,21.3,17.9,18.2,16.9,8.5,8.5,5.6,7.533333333,8.1,9,11,9.366666667,7.533333333,-8.366666667,25,50,0,20,1,1,0,0,,9.1,47.034,0,6,6,410,290.75,119.25,338,72,27.80871212,NA,7.153407895,-13.27462121,NA,7.153407895,352.4311365,NA,0.608840731,1546.64894,NA,0.608840731,NA,NA,NA,25.91233766,NA,7.232228327,NA,-9.30194805,NA,7.232228327,NA,201.3892209,NA,0.347908989,NA,883.799394,NA,0.347908989,NA
12A,12,A,Shade,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Shade,P.canescens.Shade.12,12A.P.canescens.Highcomp,5,290,270,290,20,60,200,90,145,0.5,,H.glutinosum,80,16.9,16.4,14.4,15.9,15.9,17.9,17.9,16.9,17.56666667,15.4,18.4,16.9,16.9,17.1,18.4,19.8,18.43333333,16.9,8.5,8.5,5.6,7.533333333,8.5,8.5,9,8.666666667,7.533333333,-8.366666667,25,50,0,20,1,1,0,0,,9.1,47.034,0,10,9,414,955.6667,-541.6667,655,-241,27.80871212,NA,1.154195235,-16.59485931,NA,1.154195235,550.778711,NA,0.608840731,1546.64894,NA,0.608840731,NA,NA,NA,24.48974026,NA,1.26454384,NA,-11.03311689,NA,1.26454384,NA,330.4672266,NA,0.365304439,NA,927.9893637,NA,0.365304439,NA
12A,12,A,Shade,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Shade,T.cyanopetala.Shade.12,12A.T.cyanopetala.Highcomp,2,40,40,40,0,20,15,10,12.5,0.3125,,Not.focal.species,NA,16.9,16.4,14.4,15.9,15.9,14.4,14.4,13,13.93333333,15.4,18.4,16.9,16.9,13.9,14.9,16.4,15.06666667,16.9,8.5,8.5,5.6,7.533333333,7.6,6.6,6.1,6.766666667,7.533333333,-8.366666667,25,50,0,20,1,1,0,0,,9.1,47.034,0,2,2,6,22,-16,20,-14,21.04166667,2.385499383,3.478786355,21.04166667,2.385499383,3.478786355,58.23003476,0.000200115,0.350133178,58.23003476,0.000200115,0.350133178,0.149671175,0.044802921,0.149671175,21.04166667,2.385499383,3.478786355,0.127932075,21.04166667,2.385499383,3.478786355,0.032733232,58.23003476,0.000200115,0.350133178,0.044802921,58.23003476,0.000200115,0.350133178,0.127932075
12B,12,B,Open,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Open,H.glabra.Open.12,12B.H.glabra.Highcomp,NA,50,50,50,0,120,120,100,110,2.2,,T.cyanopetala,40,13,13.9,14.4,13.76666667,13.76666667,17.4,20.3,15.9,17.86666667,14.4,14.4,15.4,14.73333333,17.9,18.4,14.9,17.06666667,14.73333333,5.6,4.6,5.1,5.1,5.1,6.1,7.6,6.266666667,5.1,-8.666666667,70,0,0,5,1,0,0,0,,13.3,4.793,0,3,3,158,308.3333,-150.3333,338,-180,46.4375,2.01030322,14.56172826,-46.4375,-2.01030322,14.56172826,NA,NA,NA,NA,NA,NA,1.6881131,NA,1.6881131,46.4375,2.01030322,14.56172826,1.6881131,-46.4375,-2.01030322,14.56172826,0,0,0,0,0,0,0,0,1.6881131
12B,12,B,Open,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Open,P.canescens.Open.12,12B.P.canescens.Highcomp,NA,180,250,180,-70,70,110,60,85,0.472222222,,Not.focal.species,NA,13,13.9,14.4,13.76666667,13.76666667,14.4,13,15.4,14.26666667,14.4,14.4,15.4,14.73333333,11,13,13.9,12.63333333,14.73333333,5.6,4.6,5.1,5.1,5.6,5.1,8.1,6.266666667,5.1,-8.666666667,70,0,0,5,1,0,0,0,,13.3,4.793,0,18,15,NA,422.6667,NA,424,NA,19.02857143,0.41088,6.11485429,-19.02857143,-0.41088,-6.11485429,NA,NA,NA,NA,NA,NA,0.10717457,NA,0.10717457,19.02857143,0.41088,6.11485429,0.10717457,-19.02857143,-0.41088,-6.11485429,NA,NA,NA,NA,NA,NA,NA,NA,0.10717457
12B,12,B,Open,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Open,V.rosea.Open.12,12B.V.rosea.Highcomp,NA,120,50,120,70,60,280,160,220,1.833333333,,V.rosea,80,13,13.9,14.4,13.76666667,13.76666667,10,11.5,14.4,11.96666667,14.4,14.4,15.4,14.73333333,21.8,13.9,16.9,17.53333333,14.73333333,5.6,4.6,5.1,5.1,6.6,7.1,8.1,7.266666667,5.1,-8.666666667,70,0,0,5,1,0,0,0,,13.3,4.793,0,73,73,277,184.8,92.2,366,-89,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12C,12,C,Shade,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Shade,A.calendula.Shade.12,12C.A.calendula.Highcomp,2,110,120,110,-10,150,140,140,140,1.272727273,,Not.focal.species,NA,13,13.9,14.4,13.76666667,13.76666667,17.9,15.9,16.4,16.73333333,17.9,17.4,18.4,17.9,15.4,16.4,18.4,16.73333333,17.9,6.1,7.6,8.5,7.4,5.6,6.6,8.5,6.9,7.4,-6.366666667,55,10,5,2,0,0,0,0,,6.4,42.4,0,20,20,647,545.5,101.5,924,-277,1.87121212,0.737166125,3.434165865,-0.88804714,0.737166125,3.122868315,1.577255446,0.243631491,19.50461303,7.002869596,0.243631491,23.58699038,0.985984025,0.003502431,0.985984025,1.87121212,0.737166125,3.434165865,0.985984025,-0.88804714,0.737166125,3.122868315,0.003502431,1.577255446,0.243631491,19.50461303,0.003502431,7.002869596,0.243631491,23.58699038,0.985984025
12C,12,C,Shade,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Shade,P.airoides.Shade.12,12C.P.airoides.Highcomp,5,40,60,40,-20,38,40,30,35,0.875,,Not.focal.species,NA,13,13.9,14.4,13.76666667,13.76666667,18.4,18.4,16.9,17.9,17.9,17.4,18.4,17.9,16.9,16.4,17.4,16.9,17.9,6.1,7.6,8.5,7.4,5.6,7.6,NA,6.6,7.4,-6.366666667,55,10,5,2,0,0,0,0,,6.4,42.4,0,0,0,0,290.75,-290.75,177,-177,8.47916667,0.027738405,4.43957586,8.47916667,0.027738405,-4.43957586,NA,NA,NA,NA,NA,NA,2.05050597,NA,2.05050597,8.47916667,0.027738405,4.43957586,-2.05050597,8.47916667,0.027738405,-4.43957586,0,0,0,0,0,0,0,0,-2.05050597
12C,12,C,Shade,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Shade,P.canescens.Shade.12,12C.P.canescens.Highcomp,1,300,290,300,10,70,55,10,32.5,0.108333333,,P.airoides,80,13,13.9,14.4,13.76666667,13.76666667,17.4,17.9,17.9,17.73333333,17.9,17.4,18.4,17.9,19.3,19.8,17.4,18.83333333,17.9,6.1,7.6,8.5,7.4,7.1,7.1,5.1,6.433333333,7.4,-6.366666667,55,10,5,2,0,0,0,0,,6.4,42.4,0,27,22,319,955.6667,-636.6667,782,-463,3.3202381,0.072147627,5.99921266,-3.3202381,0.072147627,-5.99921266,NA,NA,NA,NA,NA,NA,0.0381528,NA,0.0381528,3.3202381,0.072147627,5.99921266,-0.0381528,-3.3202381,0.072147627,-5.99921266,NA,NA,NA,NA,NA,NA,NA,NA,-0.0381528
12C,12,C,Shade,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Shade,V.rosea.Shade.12,12C.V.rosea.Highcomp,1,65,85,65,-20,65,200,45,122.5,1.884615385,,Not.focal.species,NA,13,13.9,14.4,13.76666667,13.76666667,12.5,13,13.5,13,17.9,17.4,18.4,17.9,13.5,18.4,15.4,15.76666667,17.9,6.1,7.6,8.5,7.4,7.1,7.6,6.6,7.1,7.4,-6.366666667,55,10,5,2,0,0,0,0,,6.4,42.4,0,13,10,37,133,-96,257,-220,67.1789773,2.250454326,17.71490401,-67.1789773,2.250454326,17.71490401,NA,NA,NA,NA,NA,NA,1.79713339,NA,1.79713339,67.1789773,2.250454326,17.71490401,1.79713339,-67.1789773,2.250454326,17.71490401,NA,NA,NA,NA,NA,NA,NA,NA,1.79713339
12D,12,D,Open,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Open,A.calendula.Open.12,12D.A.calendula.Highcomp,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not.focal.species,NA,17.4,15.9,14.9,16.06666667,16.06666667,16.9,16.4,18.4,17.23333333,17.4,17.4,18.4,17.73333333,19.3,17.4,18.9,18.53333333,17.73333333,6.1,9,8.5,7.866666667,6.6,6.1,6.6,6.433333333,7.866666667,-8.2,8,80,3,0,1,0,0,0,,11.2,2.432,0,15,10,412,485.5,-73.5,0,412,23.65509261,2.911476942,1.686699475,-23.65509261,-2.328323053,0.422941105,62.81336768,10.84217647,0.357758357,62.81336768,16.95339596,5.689910238,NA,NA,NA,23.65509261,2.911476942,1.686699475,NA,-23.65509261,-2.328323053,0.422941105,NA,62.81336768,10.84217647,0.357758357,NA,62.81336768,16.95339596,5.689910238,NA
12D,12,D,Open,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Open,H.glutinosum.Open.12,12D.H.glutinosum.Highcomp,7,40,10,40,30,8,5,3,4,0.1,,Not.focal.species,NA,17.4,15.9,14.9,16.06666667,16.06666667,13.9,16.9,16.9,15.9,17.4,17.4,18.4,17.73333333,15.4,16.9,18.4,16.9,17.73333333,6.1,9,8.5,7.866666667,6.1,5.1,7.6,6.266666667,7.866666667,-8.2,8,80,3,0,1,0,0,0,,11.2,2.432,0,1,1,2,2.75,-0.75,0,2,28.55255682,NA,6.868777543,-22.33128157,NA,-6.058933783,408.7429911,NA,25.07808422,788.6178286,NA,37.64139584,NA,NA,NA,28.79396645,NA,7.004779687,NA,-23.46144481,NA,-6.310627893,NA,341.0271095,NA,21.0278796,NA,666.1224064,NA,31.81127934,NA
12D,12,D,Open,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Open,P.airoides.Open.12,12D.P.airoides.Highcomp,2,20,60,20,-40,12,5,2,3.5,0.175,,Not.focal.species,NA,17.4,15.9,14.9,16.06666667,16.06666667,17.4,17.9,17.9,17.73333333,17.4,17.4,18.4,17.73333333,16.9,17.4,17.9,17.4,17.73333333,6.1,9,8.5,7.866666667,7.6,6.6,6.1,6.766666667,7.866666667,-8.2,8,80,3,0,1,0,0,0,,11.2,2.432,0,0,0,0,313.5,-313.5,441,-441,7.854166665,0.241513814,0.057820815,-7.854166665,-0.241513814,-0.057820815,123.375868,0.116657844,0.006686493,123.375868,0.116657844,0.006686493,0.072663685,0.010560022,0.072663685,7.854166665,0.241513814,0.057820815,0.072663685,-7.854166665,-0.241513814,-0.057820815,0.010560022,123.375868,0.116657844,0.006686493,0.010560022,123.375868,0.116657844,0.006686493,0.072663685
12D,12,D,Open,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Open,V.rosea.Open.12,12D.V.rosea.Highcomp,0,40,40,40,0,40,90,80,85,2.125,,Not.focal.species,NA,17.4,15.9,14.9,16.06666667,16.06666667,16.9,16.4,16.9,16.73333333,17.4,17.4,18.4,17.73333333,17.4,17.4,18.4,17.73333333,17.73333333,6.1,9,8.5,7.866666667,6.6,6.6,6.1,6.433333333,7.866666667,-8.2,8,80,3,0,1,0,0,0,,11.2,2.432,0,9,8,27,184.8,-157.8,36,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12E,12,E,Shade,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Shade,H.glutinosum.Shade.12,12E.H.glutinosum.Highcomp,2,35,90,35,-55,10,15,5,10,0.285714286,,Not.focal.species,NA,13,13.9,17.4,14.76666667,14.76666667,15.4,14.4,13.5,14.43333333,17.4,17.9,18.9,18.06666667,14.9,14.9,16.4,15.4,18.06666667,5.9,6.3,6.3,6.166666667,5.3,5.3,5.9,5.5,6.166666667,-8.6,15,20,0,0,1,0,1,0,,13,42.4,0,0,0,0,7,-7,7,-7,30.24242424,0.195008889,7.82079255,-30.24242424,0.195008889,-7.82079255,NA,NA,NA,NA,NA,NA,0.07031993,NA,0.07031993,30.24242424,0.195008889,7.82079255,-0.07031993,-30.24242424,0.195008889,-7.82079255,0,0,0,0,0,0,0,0,-0.07031993
12E,12,E,Shade,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Shade,M.minima.Shade.12,12E.M.minima.Highcomp,2,70,90,70,-20,18,20,10,15,0.214285714,,Not.focal.species,NA,13,13.9,17.4,14.76666667,14.76666667,15.4,17.4,11.5,14.76666667,17.4,17.9,18.9,18.06666667,17.4,17.4,17.9,17.56666667,18.06666667,5.9,6.3,6.3,6.166666667,5.3,6.3,5.6,5.733333333,6.166666667,-8.6,15,20,0,0,1,0,1,0,,13,42.4,1,2,2,2,9,-7,1,1,40.73913043,0.524502222,4.02305813,-40.73913043,0.524502222,4.02305813,NA,NA,NA,NA,NA,NA,0.62563737,NA,0.62563737,40.73913043,0.524502222,4.02305813,0.62563737,-40.73913043,0.524502222,4.02305813,0,0,0,0,0,0,0,0,0.62563737
12E,12,E,Shade,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Shade,P.canescens.Shade.12,12E.P.canescens.Highcomp,1,360,280,360,80,100,260,100,180,0.5,,Not.focal.species,NA,13,13.9,17.4,14.76666667,14.76666667,17.4,14.9,15.9,16.06666667,17.4,17.9,18.9,18.06666667,17.4,17.4,18.9,17.9,18.06666667,5.9,6.3,6.3,6.166666667,7.6,5.9,7.2,6.9,6.166666667,-8.6,15,20,0,0,1,0,1,0,,13,42.4,0,59,39,2126,955.6667,1170.3333,1430,696,12.43296703,3.252498889,11.34461191,12.43296703,-3.252498889,-11.34461191,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.43296703,3.252498889,11.34461191,NA,12.43296703,-3.252498889,-11.34461191,NA,NA,NA,NA,NA,NA,NA,NA,NA
12F,12,F,Open,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Open,H.glutinosum.Open.12,12F.H.glutinosum.Highcomp,4,110,50,110,60,10,50,35,42.5,0.386363636,,M.minima,80,20.3,21.8,22.3,21.46666667,21.46666667,21.3,23.3,18.9,21.16666667,24.7,22.8,24.7,24.06666667,21.8,21.3,28.2,23.76666667,24.06666667,8.5,8.5,9.5,8.833333333,8.5,12.5,10,10.33333333,8.833333333,-12.63333333,5,80,2,5,0,1,1,0,,11.3,1.375,0,6,6,48,2.75,45.25,0,48,9.327651523,1.75100594,4.755219063,-9.327651523,-1.062966557,-4.755219063,79.84060799,6.78555805,11.95806932,79.84060799,9.367056582,11.95806932,NA,NA,NA,9.327651523,1.75100594,4.755219063,NA,-9.327651523,-1.062966557,-4.755219063,NA,79.84060799,6.78555805,11.95806932,NA,79.84060799,9.367056582,11.95806932,NA
