Block,Transect,Pair,Plot.ID,Treatment,Species,Count,Exotic.count,Exotic,Date,Growth.form,Plant.rep,Plant.biomass,Total.biomass.g,Mean.biomass.perindivid.g,Dist.to.tree,Mean.SM,Meancanopy.NWE,t1.phosphorus,t2.phosphorus,t1.nitrate,t2.nitrate,t1.ph.h2o,t2.ph.h2o
15,N,2,15.N.2.C,Control,U.anthemoides,2,2,1,3-Oct-13,Annual.forb,2,0.0129,0.0891,0.04455,8,3.333333333,22.69333333,2,3,3,3,5.5,5.3
15,S,1,15.S.1.L,Litter,U.anthemoides,1,1,1,3-Oct-13,Annual.forb,1,0.1208,0.1208,0.1208,11,5.333333333,32.74666667,3,3,4,3,5.5,5.5
15,S,2,15.S.2.L,Litter,U.anthemoides,1,1,1,3-Oct-13,Annual.forb,1,0.0575,0.0575,0.0575,9,4,50.77333333,3,5,4,6,5.6,5.6
13,S,1,13.S.1.L,Litter,V.cycnopotamica,4,0,0,6-Oct-13,Annual.forb,1,0.0704,0.2813,0.070325,7.1,5,2.24,5,2,9,2,5.6,5.6
13,S,1,13.S.1.L,Litter,V.cycnopotamica,4,0,0,6-Oct-13,Annual.forb,2,0.0721,0.2813,0.070325,7.1,5,2.24,5,2,9,2,5.6,5.6
13,S,1,13.S.1.L,Litter,V.cycnopotamica,4,0,0,6-Oct-13,Annual.forb,3,0.0295,0.2813,0.070325,7.1,5,2.24,5,2,9,2,5.6,5.6
13,S,1,13.S.1.L,Litter,V.cycnopotamica,4,0,0,6-Oct-13,Annual.forb,4,0.1093,0.2813,0.070325,7.1,5,2.24,5,2,9,2,5.6,5.6
11,N,4,11.N.4.C,Control,V.myuros,3,3,1,4-Oct-13,Annual.grass,NA,NA,0.2146,0.071533333,5.6,3,55.28,9,5,4,20,6.5,6.3
16,N,5,16.N.5.L,Litter,V.myuros,3,3,1,1-Oct-13,Annual.grass,NA,NA,0.1402,0.046733333,1,3.333333333,92.37333333,5,9,9,59,5.7,5.5
16,S,1,16.S.1.C,Control,V.myuros,45,45,1,1-Oct-13,Annual.grass,NA,NA,1.72,0.038222222,9,4.333333333,0.16,4,2,4,4,5.9,6.3
16,S,1,16.S.1.L,Litter,V.myuros,51,51,1,1-Oct-13,Annual.grass,NA,NA,4.37,0.085686275,9,4,0.16,3,3,8,4,6.2,6.6
16,S,2,16.S.2.C,Control,V.myuros,NA,NA,1,1-Oct-13,Annual.grass,NA,NA,6.06,NA,7,4,0.853333333,5,2,6,1,6,6
10,N,1,10.N.1.C,Control,W.acuminata,2,0,0,2-Oct-13,Annual.forb,1,0.0166,0.0409,0.02045,11.5,4.333333333,18.18666667,4,2,10,4,6.5,6.3
10,N,1,10.N.1.C,Control,W.acuminata,2,0,0,2-Oct-13,Annual.forb,2,0.0243,0.0409,0.02045,11.5,4.333333333,18.18666667,4,2,10,4,6.5,6.3
10,N,1,10.N.1.L,Litter,W.acuminata,2,0,0,2-Oct-13,Annual.forb,1,0.0661,0.2146,0.1073,11.5,3.666666667,24.77333333,5,3,6,4,6.9,6.9
10,N,1,10.N.1.L,Litter,W.acuminata,2,0,0,2-Oct-13,Annual.forb,2,0.1485,0.2146,0.1073,11.5,3.666666667,24.77333333,5,3,6,4,6.9,6.9
10,N,2,10.N.2.C,Control,W.acuminata,3,0,0,2-Oct-13,Annual.forb,1,0.2128,0.5163,0.1721,9.5,4,26.85333333,7,6,8,11,7,6.6
10,N,2,10.N.2.C,Control,W.acuminata,3,0,0,2-Oct-13,Annual.forb,2,0.0543,0.5163,0.1721,9.5,4,26.85333333,7,6,8,11,7,6.6
10,N,2,10.N.2.C,Control,W.acuminata,3,0,0,2-Oct-13,Annual.forb,3,0.2492,0.5163,0.1721,9.5,4,26.85333333,7,6,8,11,7,6.6
10,N,2,10.N.2.L,Litter,W.acuminata,1,0,0,2-Oct-13,Annual.forb,1,0.0456,0.0456,0.0456,9.5,4,32.74666667,13,6,7,8,6.6,6.5
10,N,3,10.N.3.C,Control,W.acuminata,1,0,0,2-Oct-13,Annual.forb,1,0.1066,0.1066,0.1066,7.5,4,42.10666667,7,2,8,5,7.1,7.1
10,N,4,10.N.4.L,Litter,W.acuminata,3,0,0,2-Oct-13,Annual.forb,1,0.0278,0.5336,0.177866667,3.5,3.666666667,80.24,7,5,8,29,6.6,6.4
10,N,4,10.N.4.L,Litter,W.acuminata,3,0,0,2-Oct-13,Annual.forb,2,0.0157,0.5336,0.177866667,3.5,3.666666667,80.24,7,5,8,29,6.6,6.4
10,N,4,10.N.4.L,Litter,W.acuminata,3,0,0,2-Oct-13,Annual.forb,3,0.4901,0.5336,0.177866667,3.5,3.666666667,80.24,7,5,8,29,6.6,6.4
10,S,1,10.S.1.C,Control,W.acuminata,7,0,0,2-Oct-13,Annual.forb,1,0.0826,1.3113,0.187328571,11.5,5,20.26666667,3,2,4,4,6.5,6.5
10,S,1,10.S.1.C,Control,W.acuminata,7,0,0,2-Oct-13,Annual.forb,2,0.6341,1.3113,0.187328571,11.5,5,20.26666667,3,2,4,4,6.5,6.5
10,S,1,10.S.1.C,Control,W.acuminata,7,0,0,2-Oct-13,Annual.forb,3,0.2888,1.3113,0.187328571,11.5,5,20.26666667,3,2,4,4,6.5,6.5
10,S,1,10.S.1.C,Control,W.acuminata,7,0,0,2-Oct-13,Annual.forb,4,0.1582,1.3113,0.187328571,11.5,5,20.26666667,3,2,4,4,6.5,6.5
10,S,1,10.S.1.C,Control,W.acuminata,7,0,0,2-Oct-13,Annual.forb,5,0.0388,1.3113,0.187328571,11.5,5,20.26666667,3,2,4,4,6.5,6.5
10,S,1,10.S.1.C,Control,W.acuminata,7,0,0,2-Oct-13,Annual.forb,6,0.0329,1.3113,0.187328571,11.5,5,20.26666667,3,2,4,4,6.5,6.5
10,S,1,10.S.1.C,Control,W.acuminata,7,0,0,2-Oct-13,Annual.forb,7,0.0759,1.3113,0.187328571,11.5,5,20.26666667,3,2,4,4,6.5,6.5
10,S,1,10.S.1.L,Litter,W.acuminata,1,0,0,2-Oct-13,Annual.forb,1,2.4377,2.4377,2.4377,11.5,5,18.18666667,4,3,9,2,6.4,6.4
10,S,2,10.S.2.C,Control,W.acuminata,3,0,0,2-Oct-13,Annual.forb,1,0.0171,0.1732,0.057733333,9.5,5,28.58666667,2,2,1,1,6.4,6.8
10,S,2,10.S.2.C,Control,W.acuminata,3,0,0,2-Oct-13,Annual.forb,2,0.0186,0.1732,0.057733333,9.5,5,28.58666667,2,2,1,1,6.4,6.8
10,S,2,10.S.2.C,Control,W.acuminata,3,0,0,2-Oct-13,Annual.forb,3,0.1375,0.1732,0.057733333,9.5,5,28.58666667,2,2,1,1,6.4,6.8
10,S,2,10.S.2.L,Litter,W.acuminata,3,0,0,2-Oct-13,Annual.forb,1,0.0056,0.9473,0.315766667,9.5,5,29.62666667,3,3,2,1,6.1,6.5
10,S,2,10.S.2.L,Litter,W.acuminata,3,0,0,2-Oct-13,Annual.forb,2,0.0044,0.9473,0.315766667,9.5,5,29.62666667,3,3,2,1,6.1,6.5
10,S,2,10.S.2.L,Litter,W.acuminata,3,0,0,2-Oct-13,Annual.forb,3,0.9373,0.9473,0.315766667,9.5,5,29.62666667,3,3,2,1,6.1,6.5
10,S,3,10.S.3.C,Control,W.acuminata,4,0,0,2-Oct-13,Annual.forb,1,0.019,0.4897,0.122425,7.5,4,43.49333333,6,2,5,1,6.5,6.3
10,S,3,10.S.3.C,Control,W.acuminata,4,0,0,2-Oct-13,Annual.forb,2,0.2579,0.4897,0.122425,7.5,4,43.49333333,6,2,5,1,6.5,6.3
10,S,3,10.S.3.C,Control,W.acuminata,4,0,0,2-Oct-13,Annual.forb,3,0.0839,0.4897,0.122425,7.5,4,43.49333333,6,2,5,1,6.5,6.3
10,S,3,10.S.3.C,Control,W.acuminata,4,0,0,2-Oct-13,Annual.forb,4,0.1289,0.4897,0.122425,7.5,4,43.49333333,6,2,5,1,6.5,6.3
10,S,3,10.S.3.L,Litter,W.acuminata,1,0,0,2-Oct-13,Annual.forb,1,0.2989,0.2989,0.2989,7.5,5.666666667,41.06666667,7,2,4,2,6.5,6.6
10,S,5,10.S.5.C,Control,W.acuminata,1,0,0,2-Oct-13,Annual.forb,1,0.0799,0.0799,0.0799,3.5,4,77.81333333,5,4,7,4,6.6,6.8
11,N,2,11.N.2.L,Litter,W.acuminata,1,0,0,4-Oct-13,Annual.forb,1,0.0732,0.0732,0.0732,12.1,4,18.53333333,4,2,6,4,6.5,6.3
11,N,4,11.N.4.C,Control,W.acuminata,2,0,0,4-Oct-13,Annual.forb,1,0.0159,0.0278,0.0139,5.6,3,55.28,9,5,4,20,6.5,6.3
11,N,4,11.N.4.C,Control,W.acuminata,2,0,0,4-Oct-13,Annual.forb,2,0.0119,0.0278,0.0139,5.6,3,55.28,9,5,4,20,6.5,6.3
11,N,4,11.N.4.L,Litter,W.acuminata,1,0,0,4-Oct-13,Annual.forb,1,0.1261,0.1261,0.1261,5.6,3,69.84,11,10,27,25,5.9,5.9
11,S,1,11.S.1.C,Control,W.acuminata,1,0,0,4-Oct-13,Annual.forb,1,0.037,0.037,0.037,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.L,Litter,W.acuminata,1,0,0,4-Oct-13,Annual.forb,1,0.0184,0.0184,0.0184,13.2,4,2.933333333,3,2,3,2,6.2,5.8
11,S,2,11.S.2.C,Control,W.acuminata,2,0,0,4-Oct-13,Annual.forb,1,0.0494,0.0643,0.03215,11.2,3.666666667,6.053333333,3,2,3,2,5.9,5.7
11,S,2,11.S.2.C,Control,W.acuminata,2,0,0,4-Oct-13,Annual.forb,2,0.0149,0.0643,0.03215,11.2,3.666666667,6.053333333,3,2,3,2,5.9,5.7
11,S,2,11.S.2.L,Litter,W.acuminata,2,0,0,4-Oct-13,Annual.forb,1,0.0115,0.2116,0.1058,11.2,3.666666667,7.786666667,3,4,4,4,6,5.8
11,S,2,11.S.2.L,Litter,W.acuminata,2,0,0,4-Oct-13,Annual.forb,2,0.2001,0.2116,0.1058,11.2,3.666666667,7.786666667,3,4,4,4,6,5.8
11,S,3,11.S.3.C,Control,W.acuminata,3,0,0,4-Oct-13,Annual.forb,1,0.01,0.6358,0.12716,10,3,11.6,4,2,2,2,6,5.9
11,S,3,11.S.3.C,Control,W.acuminata,3,0,0,4-Oct-13,Annual.forb,2,0.0475,0.6358,0.12716,10,3,11.6,4,2,2,2,6,5.9
11,S,3,11.S.3.C,Control,W.acuminata,3,0,0,4-Oct-13,Annual.forb,3,0.4009,0.6358,0.12716,10,3,11.6,4,2,2,2,6,5.9
11,S,3,11.S.3.C,Control,W.acuminata,3,0,0,4-Oct-13,Annual.forb,4,0.0682,0.6358,0.12716,10,3,11.6,4,2,2,2,6,5.9
11,S,3,11.S.3.C,Control,W.acuminata,3,0,0,4-Oct-13,Annual.forb,5,0.1092,0.6358,0.12716,10,3,11.6,4,2,2,2,6,5.9
11,S,3,11.S.3.L,Litter,W.acuminata,5,0,0,4-Oct-13,Annual.forb,1,0.0727,0.3282,0.06564,10,3,9.52,3,2,2,2,6.2,5.9
11,S,3,11.S.3.L,Litter,W.acuminata,5,0,0,4-Oct-13,Annual.forb,2,0.1873,0.3282,0.06564,10,3,9.52,3,2,2,2,6.2,5.9
11,S,3,11.S.3.L,Litter,W.acuminata,5,0,0,4-Oct-13,Annual.forb,3,0.0318,0.3282,0.06564,10,3,9.52,3,2,2,2,6.2,5.9
11,S,3,11.S.3.L,Litter,W.acuminata,5,0,0,4-Oct-13,Annual.forb,4,0.0211,0.3282,0.06564,10,3,9.52,3,2,2,2,6.2,5.9
11,S,3,11.S.3.L,Litter,W.acuminata,5,0,0,4-Oct-13,Annual.forb,5,0.0153,0.3282,0.06564,10,3,9.52,3,2,2,2,6.2,5.9
13,N,1,13.N.1.C,Control,W.acuminata,15,0,0,7-Oct-13,Annual.forb,1,0.06,6.58,0.438666667,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.C,Control,W.acuminata,15,0,0,7-Oct-13,Annual.forb,2,0.02,6.58,0.438666667,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.C,Control,W.acuminata,15,0,0,7-Oct-13,Annual.forb,3,0.07,6.58,0.438666667,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.C,Control,W.acuminata,15,0,0,7-Oct-13,Annual.forb,4,0.51,6.58,0.438666667,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.C,Control,W.acuminata,15,0,0,7-Oct-13,Annual.forb,5,4.43,6.58,0.438666667,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.C,Control,W.acuminata,15,0,0,7-Oct-13,Annual.forb,6,0.03,6.58,0.438666667,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.C,Control,W.acuminata,15,0,0,7-Oct-13,Annual.forb,7,0.14,6.58,0.438666667,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.C,Control,W.acuminata,15,0,0,7-Oct-13,Annual.forb,8,0.02,6.58,0.438666667,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.C,Control,W.acuminata,15,0,0,7-Oct-13,Annual.forb,9,0.54,6.58,0.438666667,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.C,Control,W.acuminata,15,0,0,7-Oct-13,Annual.forb,10,0.24,6.58,0.438666667,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.C,Control,W.acuminata,15,0,0,7-Oct-13,Annual.forb,11,0.17,6.58,0.438666667,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.C,Control,W.acuminata,15,0,0,7-Oct-13,Annual.forb,12,0.12,6.58,0.438666667,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.C,Control,W.acuminata,15,0,0,7-Oct-13,Annual.forb,13,0.04,6.58,0.438666667,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.C,Control,W.acuminata,15,0,0,7-Oct-13,Annual.forb,14,0.07,6.58,0.438666667,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.C,Control,W.acuminata,15,0,0,7-Oct-13,Annual.forb,15,0.12,6.58,0.438666667,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.L,Litter,W.acuminata,13,0,0,7-Oct-13,Annual.forb,1,0.32,2,0.181818182,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,1,13.N.1.L,Litter,W.acuminata,13,0,0,7-Oct-13,Annual.forb,2,0.12,2,0.181818182,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,1,13.N.1.L,Litter,W.acuminata,13,0,0,7-Oct-13,Annual.forb,3,0.25,2,0.181818182,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,1,13.N.1.L,Litter,W.acuminata,13,0,0,7-Oct-13,Annual.forb,4,0.28,2,0.181818182,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,1,13.N.1.L,Litter,W.acuminata,13,0,0,7-Oct-13,Annual.forb,5,0.07,2,0.181818182,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,1,13.N.1.L,Litter,W.acuminata,13,0,0,7-Oct-13,Annual.forb,6,0.03,2,0.181818182,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,1,13.N.1.L,Litter,W.acuminata,13,0,0,7-Oct-13,Annual.forb,7,0.17,2,0.181818182,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,1,13.N.1.L,Litter,W.acuminata,13,0,0,7-Oct-13,Annual.forb,8,0.03,2,0.181818182,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,1,13.N.1.L,Litter,W.acuminata,13,0,0,7-Oct-13,Annual.forb,9,0.18,2,0.181818182,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,1,13.N.1.L,Litter,W.acuminata,13,0,0,7-Oct-13,Annual.forb,10,0.45,2,0.181818182,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,1,13.N.1.L,Litter,W.acuminata,13,0,0,7-Oct-13,Annual.forb,11,0.1,2,0.181818182,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,1,0.015,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,2,0.019,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,3,0.033,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,4,0.0042,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,5,0.36,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,6,0.07,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,7,0.85,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,8,0.13,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,9,0.1,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,10,0.08,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,11,0.27,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,12,0.17,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,13,0.03,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,14,0.12,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,15,0.04,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,16,0.13,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,17,0.17,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,18,0.7,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.C,Control,W.acuminata,19,0,0,7-Oct-13,Annual.forb,19,0.019,3.3102,0.174221053,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.L,Litter,W.acuminata,8,0,0,6-Oct-13,Annual.forb,1,0.1165,2.4369,0.3046125,5.4,5,0.16,2,2,3,2,6.1,5.6
13,N,2,13.N.2.L,Litter,W.acuminata,8,0,0,6-Oct-13,Annual.forb,2,0.0711,2.4369,0.3046125,5.4,5,0.16,2,2,3,2,6.1,5.6
13,N,2,13.N.2.L,Litter,W.acuminata,8,0,0,6-Oct-13,Annual.forb,3,0.8866,2.4369,0.3046125,5.4,5,0.16,2,2,3,2,6.1,5.6
13,N,2,13.N.2.L,Litter,W.acuminata,8,0,0,6-Oct-13,Annual.forb,4,0.8993,2.4369,0.3046125,5.4,5,0.16,2,2,3,2,6.1,5.6
13,N,2,13.N.2.L,Litter,W.acuminata,8,0,0,6-Oct-13,Annual.forb,5,0.0587,2.4369,0.3046125,5.4,5,0.16,2,2,3,2,6.1,5.6
13,N,2,13.N.2.L,Litter,W.acuminata,8,0,0,6-Oct-13,Annual.forb,6,0.1364,2.4369,0.3046125,5.4,5,0.16,2,2,3,2,6.1,5.6
13,N,2,13.N.2.L,Litter,W.acuminata,8,0,0,6-Oct-13,Annual.forb,7,0.197,2.4369,0.3046125,5.4,5,0.16,2,2,3,2,6.1,5.6
13,N,2,13.N.2.L,Litter,W.acuminata,8,0,0,6-Oct-13,Annual.forb,8,0.0713,2.4369,0.3046125,5.4,5,0.16,2,2,3,2,6.1,5.6
13,N,3,13.N.3.C,Control,W.acuminata,11,0,0,6-Oct-13,Annual.forb,1,1.1447,13.4549,1.223172727,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
13,N,3,13.N.3.C,Control,W.acuminata,11,0,0,6-Oct-13,Annual.forb,2,0.2107,13.4549,1.223172727,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
13,N,3,13.N.3.C,Control,W.acuminata,11,0,0,6-Oct-13,Annual.forb,3,1.7853,13.4549,1.223172727,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
13,N,3,13.N.3.C,Control,W.acuminata,11,0,0,6-Oct-13,Annual.forb,4,0.1936,13.4549,1.223172727,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
13,N,3,13.N.3.C,Control,W.acuminata,11,0,0,6-Oct-13,Annual.forb,5,0.0994,13.4549,1.223172727,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
13,N,3,13.N.3.C,Control,W.acuminata,11,0,0,6-Oct-13,Annual.forb,6,0.0913,13.4549,1.223172727,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
13,N,3,13.N.3.C,Control,W.acuminata,11,0,0,6-Oct-13,Annual.forb,7,0.0431,13.4549,1.223172727,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
13,N,3,13.N.3.C,Control,W.acuminata,11,0,0,6-Oct-13,Annual.forb,8,1.2891,13.4549,1.223172727,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
13,N,3,13.N.3.C,Control,W.acuminata,11,0,0,6-Oct-13,Annual.forb,9,1.4077,13.4549,1.223172727,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
13,N,3,13.N.3.C,Control,W.acuminata,11,0,0,6-Oct-13,Annual.forb,10,0.63,13.4549,1.223172727,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
13,N,3,13.N.3.C,Control,W.acuminata,11,0,0,6-Oct-13,Annual.forb,11,6.56,13.4549,1.223172727,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
13,N,3,13.N.3.L,Litter,W.acuminata,4,0,0,6-Oct-13,Annual.forb,1,0.8132,1.5075,0.376875,3.9,5,0.16,4,2,7,4,6.3,5.3
13,N,3,13.N.3.L,Litter,W.acuminata,4,0,0,6-Oct-13,Annual.forb,2,0.2793,1.5075,0.376875,3.9,5,0.16,4,2,7,4,6.3,5.3
13,N,3,13.N.3.L,Litter,W.acuminata,4,0,0,6-Oct-13,Annual.forb,3,0.1439,1.5075,0.376875,3.9,5,0.16,4,2,7,4,6.3,5.3
13,N,3,13.N.3.L,Litter,W.acuminata,4,0,0,6-Oct-13,Annual.forb,4,0.2711,1.5075,0.376875,3.9,5,0.16,4,2,7,4,6.3,5.3
13,N,4,13.N.4.L,Litter,W.acuminata,3,0,0,6-Oct-13,Annual.forb,1,0.6202,2.1591,0.7197,2.4,5,9.52,3,2,6,4,5.6,5.3
13,N,4,13.N.4.L,Litter,W.acuminata,3,0,0,6-Oct-13,Annual.forb,2,0.2859,2.1591,0.7197,2.4,5,9.52,3,2,6,4,5.6,5.3
13,N,4,13.N.4.L,Litter,W.acuminata,3,0,0,6-Oct-13,Annual.forb,3,1.253,2.1591,0.7197,2.4,5,9.52,3,2,6,4,5.6,5.3
13,S,1,13.S.1.C,Control,W.acuminata,3,0,0,6-Oct-13,Annual.forb,1,0.8373,1.3518,0.4506,7.1,3.666666667,2.24,3,2,1,5,5.6,5.4
13,S,1,13.S.1.C,Control,W.acuminata,3,0,0,6-Oct-13,Annual.forb,2,0.1032,1.3518,0.4506,7.1,3.666666667,2.24,3,2,1,5,5.6,5.4
13,S,1,13.S.1.C,Control,W.acuminata,3,0,0,6-Oct-13,Annual.forb,3,0.4113,1.3518,0.4506,7.1,3.666666667,2.24,3,2,1,5,5.6,5.4
13,S,1,13.S.1.L,Litter,W.acuminata,7,0,0,6-Oct-13,Annual.forb,1,0.2205,1.8272,0.261028571,7.1,5,2.24,5,2,9,2,5.6,5.6
13,S,1,13.S.1.L,Litter,W.acuminata,7,0,0,6-Oct-13,Annual.forb,2,0.0496,1.8272,0.261028571,7.1,5,2.24,5,2,9,2,5.6,5.6
13,S,1,13.S.1.L,Litter,W.acuminata,7,0,0,6-Oct-13,Annual.forb,3,0.1154,1.8272,0.261028571,7.1,5,2.24,5,2,9,2,5.6,5.6
13,S,1,13.S.1.L,Litter,W.acuminata,7,0,0,6-Oct-13,Annual.forb,4,0.1182,1.8272,0.261028571,7.1,5,2.24,5,2,9,2,5.6,5.6
13,S,1,13.S.1.L,Litter,W.acuminata,7,0,0,6-Oct-13,Annual.forb,5,1.2588,1.8272,0.261028571,7.1,5,2.24,5,2,9,2,5.6,5.6
13,S,1,13.S.1.L,Litter,W.acuminata,7,0,0,6-Oct-13,Annual.forb,6,0.018,1.8272,0.261028571,7.1,5,2.24,5,2,9,2,5.6,5.6
13,S,1,13.S.1.L,Litter,W.acuminata,7,0,0,6-Oct-13,Annual.forb,7,0.0467,1.8272,0.261028571,7.1,5,2.24,5,2,9,2,5.6,5.6
13,S,2,13.S.2.C,Control,W.acuminata,7,0,0,6-Oct-13,Annual.forb,1,0.4487,2.0813,0.297328571,5.6,4,6.4,2,2,1,2,5.8,4.9
13,S,2,13.S.2.C,Control,W.acuminata,7,0,0,6-Oct-13,Annual.forb,2,0.3099,2.0813,0.297328571,5.6,4,6.4,2,2,1,2,5.8,4.9
13,S,2,13.S.2.C,Control,W.acuminata,7,0,0,6-Oct-13,Annual.forb,3,0.1659,2.0813,0.297328571,5.6,4,6.4,2,2,1,2,5.8,4.9
13,S,2,13.S.2.C,Control,W.acuminata,7,0,0,6-Oct-13,Annual.forb,4,0.0651,2.0813,0.297328571,5.6,4,6.4,2,2,1,2,5.8,4.9
13,S,2,13.S.2.C,Control,W.acuminata,7,0,0,6-Oct-13,Annual.forb,5,0.3886,2.0813,0.297328571,5.6,4,6.4,2,2,1,2,5.8,4.9
13,S,2,13.S.2.C,Control,W.acuminata,7,0,0,6-Oct-13,Annual.forb,6,0.4639,2.0813,0.297328571,5.6,4,6.4,2,2,1,2,5.8,4.9
13,S,2,13.S.2.C,Control,W.acuminata,7,0,0,6-Oct-13,Annual.forb,7,0.2392,2.0813,0.297328571,5.6,4,6.4,2,2,1,2,5.8,4.9
